,Unnamed: 0,Unnamed: 0.1,Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time
83,83,83,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1708.0,,Office Environment - Alternative Network Connectivity: Acquisition,This project will examine the feasibility of using alternatives to traditional Frame-Relay leased lines to provide Wide Area Network service to USDA field offices at a reduced cost.,01/08/2012,31/01/2013,,,0.048669,0.048669,30/01/2012,11:12:22
84,84,84,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1709.0,,Office Environment - Network Device Refresh: Planning,This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.,15/06/2012,14/12/2012,,,2.8582919999999996,2.8582919999999996,30/01/2012,11:12:22
85,85,85,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1710.0,,Office Environment - Network Device Refresh: Acquisition - Phase 1,This project captures the cost of upgrading or replacing all switches and routers in the ITS network that will become unsupported in the next 1-2 years.,15/06/2012,31/12/2012,,,12.659379,12.659379,30/01/2012,11:12:22
86,86,86,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1711.0,,Office Environment - Optimized Telephony: Planning,Deploy an optimized telephony solution suitable for use throughout the SCA Environment.,15/06/2012,14/12/2012,,,0.636808,0.636808,30/01/2012,11:12:22
87,87,87,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1712.0,,Office Environment - Optimized Telephony: Acquisition - Phase 1,Deploy an optimized telephony solution suitable for use throughout the SCA Environment.,15/08/2012,31/01/2013,,,2.947186,2.947186,30/01/2012,11:12:22
88,88,88,005-000002321,243.0,5.0,Department of Agriculture,Optimized Computing Environment (OCE),1713.0,,Office Environment - Domain Controller Refresh: Acquisition,A refresh is needed for the servers acting as domain controllers in the field offices.,01/08/2012,31/01/2013,,,2.595686,2.595686,30/01/2012,11:12:22
89,89,89,005-000000064,246.0,5.0,Department of Agriculture,RMA-01  Financial Management Systems (FMS),1657.0,,"Hosting Apportionment, maintenance and software fixes","Steady State including Escrow, Ineligible tracking, reconciliation, and RAS.",01/10/2011,30/09/2012,,,1947.0,1947.5,01/08/2012,13:23:39
90,90,90,005-000000067,247.0,5.0,Department of Agriculture,RMA-02  Corporate Insurance Information Systems (CIIS),1665.0,,CIIS Hosting Maintenance and Operations,"O&amp;M. Includes AFS, DAS and CRS.",01/10/2010,30/09/2012,,,6119.0,6118.99986,01/08/2012,13:23:42
91,91,91,005-000001430,248.0,5.0,Department of Agriculture,"RMA-04  Infrastructure Modernization, Support and Training (IMST)",2938.0,,FY12 Infrastructure Operations and Maintenance,Operations and Maintenance Costs.,01/10/2011,30/09/2012,,,3649.2499700000003,3804.99991,01/08/2012,13:23:45
92,92,92,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1714.0,,ITM Phase 3 Develop. New_11,Half-Year.,01/08/2011,30/09/2011,,,0.813,0.813,23/09/2011,15:57:23
93,93,93,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1715.0,,2012 support service maint_12A,First-Half Year.,01/10/2011,30/03/2012,,,1.7280000000000002,1.7280000000000002,23/09/2011,15:57:23
94,94,94,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1716.0,,ITM Phase 3 Develop. New_12A,First Half-Year.,01/10/2011,30/03/2012,,,1.9,1.9,23/09/2011,15:57:23
95,95,95,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1717.0,,2012 support service maint_12B,Second Half-Year.,01/04/2012,30/09/2012,,,1.7280000000000002,1.7280000000000002,23/09/2011,15:57:23
96,96,96,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1718.0,,ITM Phase 3 Develop. New_12B,Second Half-Year.,01/04/2012,30/09/2012,,,1.9,1.9,23/09/2011,15:57:23
97,97,97,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1719.0,,2013 support service maint_13A,First Half-Year.,01/10/2012,30/03/2013,,,5.303,5.303,23/09/2011,15:57:23
98,98,98,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1720.0,,ITM Phase 3 Develop. New_13A,First Half-Year.,01/10/2012,30/03/2013,,,1.9,1.9,23/09/2011,15:57:23
99,99,99,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1721.0,,2013 support service maint_13B,Second Half-Year.,01/04/2013,30/09/2013,,,5.303,5.303,23/09/2011,15:57:23
100,100,100,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1722.0,,ITM Phase 3 Develop. New_13B,Second Half-Year.,01/04/2013,30/09/2013,,,1.9,1.9,23/09/2011,15:57:23
101,101,101,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1723.0,,2014 support service maint_14A,First Half-Year.,,,,,,,23/09/2011,15:57:23
102,102,102,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1724.0,,ITM Phase 3 Develop. New_14A,First Half-Year.,,,,,,,23/09/2011,15:57:23
103,103,103,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1725.0,,2014 support service maint_14B,Second Half-Year.,,,,,,,23/09/2011,15:57:23
104,104,104,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1726.0,,ITM Phase 3 Develop. New_14B,Second Half-Year.,,,,,,,23/09/2011,15:57:23
105,105,105,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1727.0,,2015 support service maint_15A,First Half-Year.,,,,,,,23/09/2011,15:57:23
106,106,106,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1728.0,,ITM Phase 3 Develop. New15A,First Half-Year.,,,,,,,23/09/2011,15:57:23
107,107,107,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1729.0,,2015 support service maint_15B,Second Half-Year.,,,,,,,23/09/2011,15:57:23
108,108,108,005-000000063,249.0,5.0,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1730.0,,ITM Phase 3 Develop. New_15B,Second Half-Year.,,,,,,,23/09/2011,15:57:23
109,109,109,005-000000028,250.0,5.0,Department of Agriculture,ROSS - Resource Ordering and Status System,1114.0,,ROSS Operations and Maintenance (O&M),Operations and Maintenance of the ROSS application.,01/10/2011,30/09/2015,,,8.127961,8.045463,31/05/2012,14:22:14
110,110,110,005-000000028,250.0,5.0,Department of Agriculture,ROSS - Resource Ordering and Status System,1115.0,,ROSS Development Modernization and Enhancement (DME),DME of the remaining Phase 2 scope of the ROSS application.,01/10/2011,31/01/2013,,,7.52596,7.52596,30/06/2012,14:58:48
111,111,111,005-000000027,251.0,5.0,Department of Agriculture,Store Tracking and Redemption System (STARS),1116.0,,STARS Operations and Maintenance,STARS Operations and Maintenance Activities.,01/10/2011,30/09/2012,,,5.470008,5.469906,01/08/2012,13:36:04
112,112,112,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1747.0,,eAuth Modernization,Modernization of the eAuthentication Service to align with USDA's ICAM target vision and to integrate fully with the USDA-ICAM architecture and EEMS suite of services.,04/01/2011,27/04/2012,27/04/2012,17/07/2012,2.8474,2.847,01/08/2012,13:36:07
113,113,113,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1748.0,,EEMS IDM Readiness,Implementation of Identity Manager.,03/09/2010,30/10/2011,13/10/2011,13/10/2011,0.057999999999999996,0.0585,02/07/2012,06:27:17
114,114,114,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1749.0,,ePACS: PIV-A,Implementation of solution that meets USDA requirements for short-term employees to have physical and logical access.,01/10/2011,31/07/2012,15/12/2011,15/12/2011,0.8909999999999999,0.8909999999999999,02/07/2012,06:27:17
115,115,115,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1750.0,,ePACS: EEMS Integration,Integration of ePACS with EEMS to obtain cardholder identity information from GSA.,01/01/2012,31/03/2012,,,0.03,0.03,02/07/2012,06:27:17
116,116,116,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1752.0,,ePACS: Visitor Management Solution,Research and implement a solution for managing access credentials for visitors to USDA secure facilities.,01/01/2012,30/09/2012,,,0.256,0.256,02/07/2012,06:27:17
117,117,117,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1753.0,,Person Model Readiness,"Infrastructure and process modivication to accommodate the National Finance Center's new human resource application called the Person Model, a PeopleSoft product.",01/09/2010,01/12/2011,06/10/2011,21/10/2011,0.038,0.04,29/02/2012,10:04:16
118,118,118,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1754.0,,FY11-Q1 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/10/2010,31/12/2010,30/12/2010,29/12/2010,4.407,4.31,29/02/2012,10:04:16
119,119,119,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1755.0,,FY11-Q2 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/01/2011,31/03/2011,30/03/2011,30/03/2011,4.407,4.308,29/02/2012,10:04:16
120,120,120,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1756.0,,FY11-Q3 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/04/2011,30/06/2011,30/06/2011,30/06/2011,4.407,4.341,29/02/2012,10:04:16
121,121,121,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1757.0,,FY11-Q4 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/07/2011,30/09/2011,30/09/2011,30/09/2011,4.407,4.407,29/02/2012,10:04:16
122,122,122,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1758.0,,FY12-Q1 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/10/2011,31/12/2011,30/12/2011,30/12/2011,3.3034,3.3034,29/02/2012,10:04:17
123,123,123,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1759.0,,FY12-Q2 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/01/2012,31/03/2012,31/03/2012,31/03/2012,3.3034,3.3034,31/05/2012,14:22:20
124,124,124,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1760.0,,FY12-Q3 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/04/2012,30/06/2012,30/06/2012,30/06/2012,3.3034,3.3034,01/08/2012,13:36:06
125,125,125,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,1761.0,,FY12-Q4 O&amp;M,"On-going operations and maintenance work to support eAuthentication, EIMS, and EEMS.",01/07/2012,30/09/2012,30/09/2012,30/09/2012,3.3034,3.3034,01/08/2012,13:36:06
126,126,126,005-000002224,252.0,5.0,Department of Agriculture,USDA Identity &amp; Access Management,2961.0,,PKI 2.0,Upgrade PKI environment to support NIST standards (e.g. issuing SHA-256 certificates) and adding system redundancy.,01/11/2011,30/03/2012,16/03/2012,16/03/2012,0.12300000000000001,0.12300000000000001,31/05/2012,14:22:20
127,127,127,005-000000018,253.0,5.0,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),659.0,,FY12 Operations,Operations and Maintenance support activities.,01/10/2011,30/09/2012,,,25.468195,0.0,31/05/2012,15:23:08
128,128,128,005-000000018,253.0,5.0,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),660.0,,FY12 Business Assessment,"Maximize SAP functionality, eliminate custom code.",01/11/2011,30/09/2012,,,2.0,0.0,31/05/2012,15:23:08
129,129,129,005-000001742,254.0,5.0,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1396.0,,FY12 Common Solutions,Support for Common Solutions.,22/09/2011,21/09/2012,,,1.22028,1.2042899999999999,01/08/2012,13:22:16
130,130,130,005-000001742,254.0,5.0,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1397.0,,FY12 Enterprise Architecture,Support for the EA Program.,22/09/2011,21/09/2012,,,4.70754,4.622721,01/08/2012,13:22:16
131,131,131,005-000001742,254.0,5.0,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1398.0,,FY12 FTE Resources,Project to capture the FTE resources.,01/10/2011,30/09/2012,,,4.282883999999999,4.282883999999999,01/08/2012,13:22:16
132,132,132,005-000001742,254.0,5.0,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1399.0,,FY12 Program Management,Support for the Program Management Office.,14/09/2011,13/09/2012,,,2.149643,2.140975,01/08/2012,13:22:16
133,133,133,005-000000054,271.0,5.0,Department of Agriculture,Geographic Information System  (GIS) #84,1653.0,,NAIP 2011,Imagery Data Acquisition.,01/10/2010,31/10/2012,31/10/2012,31/10/2012,16.43,12.43,28/02/2012,14:24:21
